"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: HL7 v2 Mapping","Mapping: RIM Mapping"
"SampledData","SampledData","","","",0,*,"","","","null {[]} {[]}
","A series of measurements taken by a device","A series of measurements taken by a device, with upper and lower limits. There may be more than one dimension in the data.","The data is not interpretable without at least origin, period, and dimensions, but these are optional to allow a separation between the template of measurement and the actual measurement, such as between DeviceCapabilities and DeviceLog.  When providing a summary view (for example with Observation.value[x]) SampledData should be represented with a brief display text such as ""Sampled Data"".","","","","","","","","",,,,,"",,,,"SampledData",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (but see section 7.14 in v2.7)","n/a","SLIST + GLIST"
"SampledData.id","SampledData.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"SampledData.extension","SampledData.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"SampledData.origin","SampledData.origin","","","",1,1,"","","Y","Quantity {[CanonicalType[http://314e.com/fhir/StructureDefinition/simplequantity-314e]]} {[]}
","Zero value and units","The base quantity that a measured value of zero represents. In addition, this provides the units of the entire measurement series.","","","","","","","","","",,,,,"",,,,"SampledData.origin",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","SLIST.origin"
"SampledData.period","SampledData.period","","","",1,1,"","","Y","decimal {[CanonicalType[http://314e.com/fhir/ig/StructureDefinition/decimal-314e]]} {[]}
","Number of milliseconds between samples","The length of time between sampling times, measured in milliseconds.","This is usually a whole number.","","","","","","","","",,,,,"",,,,"SampledData.period",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","GLIST.increment"
"SampledData.factor","SampledData.factor","","","",0,1,"","","Y","decimal {[CanonicalType[http://314e.com/fhir/ig/StructureDefinition/decimal-314e]]} {[]}
","Multiply data by this before adding to origin","A correction factor that is applied to the sampled data points before they are added to the origin.","","","","If no factor is assigned, the data is not adjusted before adding to the origin","","","","","",,,,,"",,,,"SampledData.factor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","SLIST.factor"
"SampledData.lowerLimit","SampledData.lowerLimit","","","",0,1,"","","Y","decimal {[CanonicalType[http://314e.com/fhir/ig/StructureDefinition/decimal-314e]]} {[]}
","Lower limit of detection","The lower limit of detection of the measured points. This is needed if any of the data points have the value ""L"" (lower than detection limit).","","","","","","","","","",,,,,"",,,,"SampledData.lowerLimit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (use SLIST.digits.nullFlavor)"
"SampledData.upperLimit","SampledData.upperLimit","","","",0,1,"","","Y","decimal {[CanonicalType[http://314e.com/fhir/ig/StructureDefinition/decimal-314e]]} {[]}
","Upper limit of detection","The upper limit of detection of the measured points. This is needed if any of the data points have the value ""U"" (higher than detection limit).","","","","","","","","","",,,,,"",,,,"SampledData.upperLimit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (use SLIST.digits.nullFlavor)"
"SampledData.dimensions","SampledData.dimensions","","","",1,1,"","","Y","positiveInt {[]} {[]}
","Number of sample points at each time point","The number of sample points at each time point. If this value is greater than one, then the dimensions will be interlaced - all the sample points for a point in time will be recorded at once.","If there is more than one dimension, the code for the type of data will define the meaning of the dimensions (typically ECG data).","","","","","","","","",,,,,"",,,,"SampledData.dimensions",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (fixed to 1)"
"SampledData.data","SampledData.data","","","",0,1,"","","","string {[]} {[]}
","Decimal values with spaces, or ""E"" | ""U"" | ""L""","A series of data points which are decimal values separated by a single space (character u20). The special values ""E"" (error), ""L"" (below detection limit) and ""U"" (above detection limit) can also be used in place of a decimal value.","Data may be missing if it is omitted for summarization purposes. In general, data is required for any actual use of a SampledData.","","","","","","","","",,,,,"",,,,"SampledData.data",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","SLIST.digits"
